questions,answer,age_group
How do you usually spend your weekends?,Mostly taking it easy and working in garden reading books and resting,Boomer
How do you usually spend your weekends?,Mostly taking it easy and working in garden peaceful days,Boomer
How do you usually spend your weekends?,I like to watch television peaceful days,Boomer
How do you usually spend your weekends?,mostly taking it easy and working in garden Family gatherings,Boomer
How do you usually spend your weekends?,i spend time with family and church reading books and taking it easy,Boomer
How do you usually spend your weekends?,visiting relatives or relaxing Peaceful days,Boomer
How do you usually spend your weekends?,I like to tv time Caring for plants and relaxing,Boomer
How do you usually spend your weekends?,i like to watch tv quiet time mostly,Boomer
How do you usually spend your weekends?,I spend time with family and church working in garden and relaxing,Boomer
How do you usually spend your weekends?,I family time and church peaceful days,Boomer
How do you usually spend your weekends?,i like to tv time reading and taking it easy,Boomer
How do you usually spend your weekends?,I like to watch tv enjoying books and relaxing,Boomer
How do you usually spend your weekends?,I enjoy reading and watching tv news Caring for plants and relaxing,Boomer
How do you usually spend your weekends?,Mostly taking it easy and working in garden enjoying books and resting,Boomer
How do you usually spend your weekends?,Mostly taking it easy and caring for plants Gardening and relaxing,Boomer
How do you usually spend your weekends?,Mostly relaxing and caring for plants Reading and relaxing,Boomer
How do you usually spend your weekends?,Mostly taking it easy and caring for plants working in garden and relaxing,Boomer
How do you usually spend your weekends?,Visiting family or relaxing reading books and relaxing,Boomer
How do you usually spend your weekends?,mostly taking it easy and caring for plants reading and resting,Boomer
How do you usually spend your weekends?,i family time and church gardening and relaxing,Boomer
How do you usually spend your weekends?,visiting family or relaxing enjoying books and relaxing,Boomer
How do you usually spend your weekends?,i spend time with family and church Peaceful days,Boomer
How do you usually spend your weekends?,I enjoy reading and news programs reading books and resting,Boomer
How do you usually spend your weekends?,Mostly taking it easy and gardening Quiet time mostly,Boomer
How do you usually spend your weekends?,Visiting relatives or relaxing Reading and relaxing,Boomer
How do you usually spend your weekends?,Family visits or relaxing peaceful days,Boomer
How do you usually spend your weekends?,I visiting family and church family gatherings,Boomer
What kind of music do you listen to most?,k-tiktok songs all day 🎵!!,Gen Alpha
What kind of music do you listen to most?,top hits music mostly 🎤!,Gen Alpha
What kind of music do you listen to most?,K-top hits all day 🎧,Gen Alpha
What kind of music do you listen to most?,tiktok songs music mostly 🎧😊,Gen Alpha
What kind of music do you listen to most?,i love tiktok songs and k-tiktok songs 💃!,Gen Alpha
What kind of music do you listen to most?,catchy tunes music mostly 🎵😊,Gen Alpha
What kind of music do you listen to most?,i love top hits and k-top hits 🎵😊,Gen Alpha
What kind of music do you listen to most?,K-pop all day ✨!!!,Gen Alpha
What kind of music do you listen to most?,K-tiktok songs all day 🎤,Gen Alpha
What kind of music do you listen to most?,K-tiktok songs all day 💃,Gen Alpha
What kind of music do you listen to most?,tiktok songs music mostly 🎵!!,Gen Alpha
What kind of music do you listen to most?,Top hits and tiktok hits ✨!!,Gen Alpha
What kind of music do you listen to most?,k-tiktok songs all day 🎵!,Gen Alpha
What kind of music do you listen to most?,I love catchy tunes and k-catchy tunes 🎤😊,Gen Alpha
What kind of music do you listen to most?,Catchy tunes music mostly 🎧!,Gen Alpha
What kind of music do you listen to most?,mostly catchy tunes and happy music 🎧😊,Gen Alpha
What kind of music do you listen to most?,K-catchy tunes all day 🎤!!,Gen Alpha
What kind of music do you listen to most?,K-tiktok songs all day 🎤😊,Gen Alpha
What kind of music do you listen to most?,Catchy tunes and tiktok hits 🎤,Gen Alpha
What kind of music do you listen to most?,i love top hits and k-top hits 🎵!!!,Gen Alpha
What kind of music do you listen to most?,tiktok songs music mostly 🎤😊,Gen Alpha
What kind of music do you listen to most?,Mostly tiktok songs and upbeat songs 🎵,Gen Alpha
What kind of music do you listen to most?,i love pop and k-pop 🎶!!!,Gen Alpha
What kind of music do you listen to most?,I love top hits and k-top hits 🎤!,Gen Alpha
What kind of music do you listen to most?,Mostly top hits and happy music ✨!,Gen Alpha
What kind of music do you listen to most?,catchy tunes music mostly ✨!!!,Gen Alpha
What kind of music do you listen to most?,Tiktok songs and tiktok hits 🎶😊,Gen Alpha
What kind of music do you listen to most?,Korean pop all day 🎧!!,Gen Alpha
What kind of music do you listen to most?,I love catchy tunes and k-catchy tunes 🎶!!,Gen Alpha
What kind of music do you listen to most?,Pop and tiktok hits 🎧😊,Gen Alpha
What kind of music do you listen to most?,K-pop all day ✨!,Gen Alpha
What kind of music do you listen to most?,Pop music mostly 💃!!,Gen Alpha
What kind of music do you listen to most?,mostly tiktok songs and dance tracks 💃,Gen Alpha
What kind of music do you listen to most?,Pop and tiktok hits 🎧,Gen Alpha
What kind of music do you listen to most?,mostly catchy tunes and happy music 🎶!,Gen Alpha
What kind of music do you listen to most?,mostly top hits and dance tracks ✨!,Gen Alpha
